"AGE","AGE_ADJUSTED_RATE","CRUDE_RATE","EVENT_TYPE","RACE","SEX","SITE","YEAR","COUNT","POPULATION"
"0-19",0.3,0.3,"Mortality","All Races","Male","Acute Lymphocytic","2014",131,41956389
"0-19",0.3,0.3,"Mortality","All Races","Male","Acute Lymphocytic","2015",120,41936220
"0-19",0.3,0.3,"Mortality","All Races","Male","Acute Lymphocytic","2016",124,41945689
"0-19",0.3,0.3,"Mortality","All Races","Male","Acute Lymphocytic","2017",121,41924375
"0-19",0.2,0.2,"Mortality","All Races","Male","Acute Myeloid","1999",101,41024382
"0-19",0.3,0.3,"Mortality","All Races","Male","Acute Myeloid","2000",127,41304641
"0-19",0.3,0.3,"Mortality","All Races","Male","Acute Myeloid","2001",114,41490436
"0-19",0.3,0.3,"Mortality","All Races","Male","Acute Myeloid","2002",109,41622714
"0-19",0.3,0.3,"Mortality","All Races","Male","Acute Myeloid","2003",113,41733800
"0-19",0.3,0.3,"Mortality","All Races","Male","Acute Myeloid","2004",115,41889233
"0-19",0.3,0.3,"Mortality","All Races","Male","Acute Myeloid","2005",111,42006384
"0-19",0.2,0.2,"Mortality","All Races","Male","Acute Myeloid","2006",105,42158997
"0-19",0.2,0.3,"Mortality","All Races","Male","Acute Myeloid","2007",106,42367071
"0-19",0.2,0.2,"Mortality","All Races","Male","Acute Myeloid","2008",83,42541971
"0-19",0.2,0.2,"Mortality","All Races","Male","Acute Myeloid","2009",104,42609915
"0-19",0.3,0.3,"Mortality","All Races","Male","Acute Myeloid","2010",112,42549101
"0-19",0.2,0.2,"Mortality","All Races","Male","Acute Myeloid","2011",95,42367731
"0-19",0.2,0.2,"Mortality","All Races","Male","Acute Myeloid","2012",104,42177631
"0-19",0.2,0.2,"Mortality","All Races","Male","Acute Myeloid","2013",98,42037054
"0-19",0.2,0.2,"Mortality","All Races","Male","Acute Myeloid","2013-2017",481,209799727
"0-19",0.2,0.2,"Mortality","All Races","Male","Acute Myeloid","2014",85,41956389
"0-19",0.2,0.2,"Mortality","All Races","Male","Acute Myeloid","2015",99,41936220
"0-19",0.2,0.2,"Mortality","All Races","Male","Acute Myeloid","2016",100,41945689
"0-19",0.2,0.2,"Mortality","All Races","Male","Acute Myeloid","2017",99,41924375
"0-19",3.1,3.1,"Mortality","All Races","Male","All Cancer Sites Combined","1999",1266,41024382
"0-19",3.1,3.1,"Mortality","All Races","Male","All Cancer Sites Combined","2000",1298,41304641
"0-19",3,3,"Mortality","All Races","Male","All Cancer Sites Combined","2001",1240,41490436
"0-19",3.1,3.1,"Mortality","All Races","Male","All Cancer Sites Combined","2002",1282,41622714
"0-19",3.1,3.1,"Mortality","All Races","Male","All Cancer Sites Combined","2003",1290,41733800
"0-19",3,3,"Mortality","All Races","Male","All Cancer Sites Combined","2004",1256,41889233
"0-19",3,3,"Mortality","All Races","Male","All Cancer Sites Combined","2005",1261,42006384
"0-19",2.8,2.8,"Mortality","All Races","Male","All Cancer Sites Combined","2006",1169,42158997
"0-19",2.6,2.7,"Mortality","All Races","Male","All Cancer Sites Combined","2007",1124,42367071
"0-19",2.6,2.7,"Mortality","All Races","Male","All Cancer Sites Combined","2008",1130,42541971
"0-19",2.5,2.5,"Mortality","All Races","Male","All Cancer Sites Combined","2009",1086,42609915
"0-19",2.5,2.5,"Mortality","All Races","Male","All Cancer Sites Combined","2010",1070,42549101
"0-19",2.6,2.6,"Mortality","All Races","Male","All Cancer Sites Combined","2011",1094,42367731
"0-19",2.7,2.7,"Mortality","All Races","Male","All Cancer Sites Combined","2012",1144,42177631
"0-19",2.5,2.5,"Mortality","All Races","Male","All Cancer Sites Combined","2013",1051,42037054
"0-19",2.5,2.5,"Mortality","All Races","Male","All Cancer Sites Combined","2013-2017",5239,209799727
"0-19",2.5,2.5,"Mortality","All Races","Male","All Cancer Sites Combined","2014",1050,41956389
"0-19",2.5,2.5,"Mortality","All Races","Male","All Cancer Sites Combined","2015",1042,41936220
"0-19",2.6,2.6,"Mortality","All Races","Male","All Cancer Sites Combined","2016",1100,41945689
"0-19",2.4,2.4,"Mortality","All Races","Male","All Cancer Sites Combined","2017",996,41924375
"0-19",0.3,0.3,"Mortality","All Races","Male","Bones and Joints","1999",117,41024382
"0-19",0.3,0.3,"Mortality","All Races","Male","Bones and Joints","2000",105,41304641
"0-19",0.3,0.3,"Mortality","All Races","Male","Bones and Joints","2001",114,41490436
"0-19",0.2,0.2,"Mortality","All Races","Male","Bones and Joints","2002",96,41622714
"0-19",0.3,0.3,"Mortality","All Races","Male","Bones and Joints","2003",122,41733800
"0-19",0.3,0.3,"Mortality","All Races","Male","Bones and Joints","2004",118,41889233
"0-19",0.3,0.3,"Mortality","All Races","Male","Bones and Joints","2005",121,42006384
"0-19",0.2,0.2,"Mortality","All Races","Male","Bones and Joints","2006",99,42158997
"0-19",0.2,0.2,"Mortality","All Races","Male","Bones and Joints","2007",92,42367071
"0-19",0.2,0.2,"Mortality","All Races","Male","Bones and Joints","2008",99,42541971
"0-19",0.2,0.2,"Mortality","All Races","Male","Bones and Joints","2009",93,42609915
"0-19",0.2,0.2,"Mortality","All Races","Male","Bones and Joints","2010",92,42549101
"0-19",0.2,0.3,"Mortality","All Races","Male","Bones and Joints","2011",107,42367731
"0-19",0.2,0.2,"Mortality","All Races","Male","Bones and Joints","2012",105,42177631
"0-19",0.2,0.2,"Mortality","All Races","Male","Bones and Joints","2013",105,42037054
"0-19",0.3,0.3,"Mortality","All Races","Male","Bones and Joints","2013-2017",542,209799727
"0-19",0.2,0.2,"Mortality","All Races","Male","Bones and Joints","2014",100,41956389
"0-19",0.3,0.3,"Mortality","All Races","Male","Bones and Joints","2015",118,41936220
"0-19",0.3,0.3,"Mortality","All Races","Male","Bones and Joints","2016",120,41945689
"0-19",0.2,0.2,"Mortality","All Races","Male","Bones and Joints","2017",99,41924375
"0-19",0.7,0.7,"Mortality","All Races","Male","Brain and Other Nervous System","1999",287,41024382
"0-19",0.7,0.7,"Mortality","All Races","Male","Brain and Other Nervous System","2000",307,41304641
"0-19",0.6,0.6,"Mortality","All Races","Male","Brain and Other Nervous System","2001",268,41490436
"0-19",0.8,0.8,"Mortality","All Races","Male","Brain and Other Nervous System","2002",327,41622714
"0-19",0.7,0.7,"Mortality","All Races","Male","Brain and Other Nervous System","2003",308,41733800
"0-19",0.7,0.7,"Mortality","All Races","Male","Brain and Other Nervous System","2004",301,41889233
"0-19",0.7,0.7,"Mortality","All Races","Male","Brain and Other Nervous System","2005",298,42006384
"0-19",0.7,0.7,"Mortality","All Races","Male","Brain and Other Nervous System","2006",287,42158997
"0-19",0.6,0.6,"Mortality","All Races","Male","Brain and Other Nervous System","2007",260,42367071
"0-19",0.7,0.7,"Mortality","All Races","Male","Brain and Other Nervous System","2008",290,42541971
"0-19",0.7,0.7,"Mortality","All Races","Male","Brain and Other Nervous System","2009",281,42609915
"0-19",0.6,0.6,"Mortality","All Races","Male","Brain and Other Nervous System","2010",272,42549101
"0-19",0.7,0.7,"Mortality","All Races","Male","Brain and Other Nervous System","2011",308,42367731
"0-19",0.8,0.8,"Mortality","All Races","Male","Brain and Other Nervous System","2012",323,42177631
"0-19",0.7,0.7,"Mortality","All Races","Male","Brain and Other Nervous System","2013",312,42037054
"0-19",0.7,0.7,"Mortality","All Races","Male","Brain and Other Nervous System","2013-2017",1507,209799727
"0-19",0.7,0.7,"Mortality","All Races","Male","Brain and Other Nervous System","2014",314,41956389
"0-19",0.7,0.7,"Mortality","All Races","Male","Brain and Other Nervous System","2015",297,41936220
"0-19",0.8,0.7,"Mortality","All Races","Male","Brain and Other Nervous System","2016",314,41945689
"0-19",0.6,0.6,"Mortality","All Races","Male","Brain and Other Nervous System","2017",270,41924375
"0-19",0.1,0.1,"Mortality","All Races","Male","Hodgkin Lymphoma","1999",24,41024382
"0-19",NA,NA,"Mortality","All Races","Male","Hodgkin Lymphoma","2000",NA,41304641
"0-19",0,0,"Mortality","All Races","Male","Hodgkin Lymphoma","2001",18,41490436
"0-19",0,0,"Mortality","All Races","Male","Hodgkin Lymphoma","2002",20,41622714
"0-19",NA,NA,"Mortality","All Races","Male","Hodgkin Lymphoma","2003",NA,41733800
"0-19",NA,NA,"Mortality","All Races","Male","Hodgkin Lymphoma","2004",NA,41889233
"0-19",NA,NA,"Mortality","All Races","Male","Hodgkin Lymphoma","2005",NA,42006384
"0-19",0,0,"Mortality","All Races","Male","Hodgkin Lymphoma","2006",16,42158997
"0-19",NA,NA,"Mortality","All Races","Male","Hodgkin Lymphoma","2007",NA,42367071
"0-19",NA,NA,"Mortality","All Races","Male","Hodgkin Lymphoma","2008",NA,42541971
"0-19",NA,NA,"Mortality","All Races","Male","Hodgkin Lymphoma","2009",NA,42609915
"0-19",NA,NA,"Mortality","All Races","Male","Hodgkin Lymphoma","2010",NA,42549101
"0-19",NA,NA,"Mortality","All Races","Male","Hodgkin Lymphoma","2011",NA,42367731
"0-19",NA,NA,"Mortality","All Races","Male","Hodgkin Lymphoma","2012",NA,42177631
"0-19",NA,NA,"Mortality","All Races","Male","Hodgkin Lymphoma","2013",NA,42037054
"0-19",0,0,"Mortality","All Races","Male","Hodgkin Lymphoma","2013-2017",25,209799727
"0-19",NA,NA,"Mortality","All Races","Male","Hodgkin Lymphoma","2014",NA,41956389
"0-19",NA,NA,"Mortality","All Races","Male","Hodgkin Lymphoma","2015",NA,41936220
"0-19",NA,NA,"Mortality","All Races","Male","Hodgkin Lymphoma","2016",NA,41945689
"0-19",NA,NA,"Mortality","All Races","Male","Hodgkin Lymphoma","2017",NA,41924375
"0-19",0.1,0.1,"Mortality","All Races","Male","Kidney and Renal Pelvis","1999",32,41024382
"0-19",0.1,0.1,"Mortality","All Races","Male","Kidney and Renal Pelvis","2000",28,41304641
"0-19",0.1,0.1,"Mortality","All Races","Male","Kidney and Renal Pelvis","2001",27,41490436
"0-19",0.1,0.1,"Mortality","All Races","Male","Kidney and Renal Pelvis","2002",22,41622714
"0-19",0.1,0.1,"Mortality","All Races","Male","Kidney and Renal Pelvis","2003",31,41733800
"0-19",0.1,0.1,"Mortality","All Races","Male","Kidney and Renal Pelvis","2004",26,41889233
"0-19",0.1,0.1,"Mortality","All Races","Male","Kidney and Renal Pelvis","2005",31,42006384
"0-19",0.1,0.1,"Mortality","All Races","Male","Kidney and Renal Pelvis","2006",29,42158997
"0-19",0,0,"Mortality","All Races","Male","Kidney and Renal Pelvis","2007",20,42367071
"0-19",0.1,0.1,"Mortality","All Races","Male","Kidney and Renal Pelvis","2008",23,42541971
"0-19",0,0,"Mortality","All Races","Male","Kidney and Renal Pelvis","2009",19,42609915
"0-19",0.1,0.1,"Mortality","All Races","Male","Kidney and Renal Pelvis","2010",32,42549101
"0-19",0.1,0.1,"Mortality","All Races","Male","Kidney and Renal Pelvis","2011",22,42367731
"0-19",0,0,"Mortality","All Races","Male","Kidney and Renal Pelvis","2012",16,42177631
"0-19",0.1,0.1,"Mortality","All Races","Male","Kidney and Renal Pelvis","2013",25,42037054
"0-19",0.1,0.1,"Mortality","All Races","Male","Kidney and Renal Pelvis","2013-2017",116,209799727
"0-19",0,0,"Mortality","All Races","Male","Kidney and Renal Pelvis","2014",20,41956389
"0-19",0.1,0.1,"Mortality","All Races","Male","Kidney and Renal Pelvis","2015",21,41936220
"0-19",0.1,0.1,"Mortality","All Races","Male","Kidney and Renal Pelvis","2016",29,41945689
"0-19",0,0.1,"Mortality","All Races","Male","Kidney and Renal Pelvis","2017",21,41924375
"0-19",0.9,0.9,"Mortality","All Races","Male","Leukemia","1999",379,41024382
"0-19",1,1,"Mortality","All Races","Male","Leukemia","2000",430,41304641
"0-19",1,1,"Mortality","All Races","Male","Leukemia","2001",410,41490436
"0-19",0.9,0.9,"Mortality","All Races","Male","Leukemia","2002",382,41622714
"0-19",1,1,"Mortality","All Races","Male","Leukemia","2003",404,41733800
"0-19",0.9,0.9,"Mortality","All Races","Male","Leukemia","2004",387,41889233
"0-19",0.9,0.9,"Mortality","All Races","Male","Leukemia","2005",382,42006384
"0-19",0.8,0.9,"Mortality","All Races","Male","Leukemia","2006",359,42158997
"0-19",0.9,0.9,"Mortality","All Races","Male","Leukemia","2007",365,42367071
"0-19",0.7,0.7,"Mortality","All Races","Male","Leukemia","2008",316,42541971
"0-19",0.8,0.8,"Mortality","All Races","Male","Leukemia","2009",330,42609915
"0-19",0.7,0.7,"Mortality","All Races","Male","Leukemia","2010",303,42549101
"0-19",0.7,0.7,"Mortality","All Races","Male","Leukemia","2011",293,42367731
"0-19",0.7,0.7,"Mortality","All Races","Male","Leukemia","2012",310,42177631
"0-19",0.7,0.7,"Mortality","All Races","Male","Leukemia","2013",278,42037054
"0-19",0.7,0.7,"Mortality","All Races","Male","Leukemia","2013-2017",1378,209799727
"0-19",0.6,0.6,"Mortality","All Races","Male","Leukemia","2014",272,41956389
"0-19",0.7,0.7,"Mortality","All Races","Male","Leukemia","2015",282,41936220
"0-19",0.7,0.7,"Mortality","All Races","Male","Leukemia","2016",280,41945689
"0-19",0.6,0.6,"Mortality","All Races","Male","Leukemia","2017",266,41924375
"0-19",0.2,0.2,"Mortality","All Races","Male","Non-Hodgkin Lymphoma","1999",69,41024382
"0-19",0.2,0.2,"Mortality","All Races","Male","Non-Hodgkin Lymphoma","2000",79,41304641
"0-19",0.2,0.2,"Mortality","All Races","Male","Non-Hodgkin Lymphoma","2001",74,41490436
"0-19",0.2,0.2,"Mortality","All Races","Male","Non-Hodgkin Lymphoma","2002",78,41622714
"0-19",0.2,0.2,"Mortality","All Races","Male","Non-Hodgkin Lymphoma","2003",65,41733800
"0-19",0.2,0.2,"Mortality","All Races","Male","Non-Hodgkin Lymphoma","2004",67,41889233
"0-19",0.2,0.2,"Mortality","All Races","Male","Non-Hodgkin Lymphoma","2005",78,42006384
"0-19",0.2,0.2,"Mortality","All Races","Male","Non-Hodgkin Lymphoma","2006",70,42158997
"0-19",0.1,0.1,"Mortality","All Races","Male","Non-Hodgkin Lymphoma","2007",59,42367071
"0-19",0.2,0.2,"Mortality","All Races","Male","Non-Hodgkin Lymphoma","2008",71,42541971
"0-19",0.1,0.1,"Mortality","All Races","Male","Non-Hodgkin Lymphoma","2009",42,42609915
"0-19",0.1,0.1,"Mortality","All Races","Male","Non-Hodgkin Lymphoma","2010",55,42549101
"0-19",0.1,0.1,"Mortality","All Races","Male","Non-Hodgkin Lymphoma","2011",44,42367731
"0-19",0.1,0.1,"Mortality","All Races","Male","Non-Hodgkin Lymphoma","2012",33,42177631
"0-19",0.1,0.1,"Mortality","All Races","Male","Non-Hodgkin Lymphoma","2013",42,42037054
"0-19",0.1,0.1,"Mortality","All Races","Male","Non-Hodgkin Lymphoma","2013-2017",216,209799727
"0-19",0.1,0.1,"Mortality","All Races","Male","Non-Hodgkin Lymphoma","2014",46,41956389
"0-19",0.1,0.1,"Mortality","All Races","Male","Non-Hodgkin Lymphoma","2015",42,41936220
"0-19",0.1,0.1,"Mortality","All Races","Male","Non-Hodgkin Lymphoma","2016",42,41945689
"0-19",0.1,0.1,"Mortality","All Races","Male","Non-Hodgkin Lymphoma","2017",44,41924375
"0-19",0.6,0.6,"Mortality","All Races","Male","Other","1999",266,41024382
"0-19",0.6,0.6,"Mortality","All Races","Male","Other","2000",264,41304641
"0-19",0.6,0.6,"Mortality","All Races","Male","Other","2001",242,41490436
"0-19",0.7,0.7,"Mortality","All Races","Male","Other","2002",275,41622714
"0-19",0.6,0.6,"Mortality","All Races","Male","Other","2003",265,41733800
"0-19",0.6,0.6,"Mortality","All Races","Male","Other","2004",263,41889233
"0-19",0.6,0.6,"Mortality","All Races","Male","Other","2005",261,42006384
"0-19",0.5,0.5,"Mortality","All Races","Male","Other","2006",225,42158997
"0-19",0.6,0.6,"Mortality","All Races","Male","Other","2007",250,42367071
"0-19",0.6,0.6,"Mortality","All Races","Male","Other","2008",237,42541971
"0-19",0.5,0.5,"Mortality","All Races","Male","Other","2009",225,42609915
"0-19",0.5,0.5,"Mortality","All Races","Male","Other","2010",225,42549101
"0-19",0.5,0.5,"Mortality","All Races","Male","Other","2011",228,42367731
"0-19",0.6,0.6,"Mortality","All Races","Male","Other","2012",251,42177631
"0-19",0.5,0.5,"Mortality","All Races","Male","Other","2013",190,42037054
"0-19",0.5,0.5,"Mortality","All Races","Male","Other","2013-2017",1025,209799727
"0-19",0.5,0.5,"Mortality","All Races","Male","Other","2014",216,41956389
"0-19",0.4,0.5,"Mortality","All Races","Male","Other","2015",189,41936220
"0-19",0.5,0.5,"Mortality","All Races","Male","Other","2016",225,41945689
"0-19",0.5,0.5,"Mortality","All Races","Male","Other","2017",205,41924375
"0-19",0.2,0.2,"Mortality","All Races","Male","Soft Tissue","1999",92,41024382
"0-19",0.2,0.2,"Mortality","All Races","Male","Soft Tissue","2000",75,41304641
"0-19",0.2,0.2,"Mortality","All Races","Male","Soft Tissue","2001",87,41490436
"0-19",0.2,0.2,"Mortality","All Races","Male","Soft Tissue","2002",82,41622714
"0-19",0.2,0.2,"Mortality","All Races","Male","Soft Tissue","2003",84,41733800
"0-19",0.2,0.2,"Mortality","All Races","Male","Soft Tissue","2004",83,41889233
"0-19",0.2,0.2,"Mortality","All Races","Male","Soft Tissue","2005",76,42006384
"0-19",0.2,0.2,"Mortality","All Races","Male","Soft Tissue","2006",84,42158997
"0-19",0.2,0.2,"Mortality","All Races","Male","Soft Tissue","2007",72,42367071
"0-19",0.2,0.2,"Mortality","All Races","Male","Soft Tissue","2008",87,42541971
"0-19",0.2,0.2,"Mortality","All Races","Male","Soft Tissue","2009",83,42609915
"0-19",0.2,0.2,"Mortality","All Races","Male","Soft Tissue","2010",83,42549101
"0-19",0.2,0.2,"Mortality","All Races","Male","Soft Tissue","2011",80,42367731
"0-19",0.2,0.2,"Mortality","All Races","Male","Soft Tissue","2012",103,42177631
"0-19",0.2,0.2,"Mortality","All Races","Male","Soft Tissue","2013",92,42037054
"0-19",0.2,0.2,"Mortality","All Races","Male","Soft Tissue","2013-2017",430,209799727
"0-19",0.2,0.2,"Mortality","All Races","Male","Soft Tissue","2014",78,41956389
"0-19",0.2,0.2,"Mortality","All Races","Male","Soft Tissue","2015",84,41936220
"0-19",0.2,0.2,"Mortality","All Races","Male","Soft Tissue","2016",87,41945689
"0-19",0.2,0.2,"Mortality","All Races","Male","Soft Tissue","2017",89,41924375
"0-19",0.4,0.4,"Mortality","All Races","Male and Female","Acute Lymphocytic","1999",285,80039970
"0-19",0.4,0.4,"Mortality","All Races","Male and Female","Acute Lymphocytic","2000",332,80574796
"0-19",0.4,0.4,"Mortality","All Races","Male and Female","Acute Lymphocytic","2001",313,80906541
"0-19",0.4,0.4,"Mortality","All Races","Male and Female","Acute Lymphocytic","2002",323,81173400
"0-19",0.4,0.4,"Mortality","All Races","Male and Female","Acute Lymphocytic","2003",328,81425816
"0-19",0.4,0.4,"Mortality","All Races","Male and Female","Acute Lymphocytic","2004",295,81754354
"0-19",0.3,0.3,"Mortality","All Races","Male and Female","Acute Lymphocytic","2005",267,82005260
